1441712340.0,73.0,0,0.0301029996658834,0
1441712640.0,62.0,0,0.0301029996658834,0
1441713540.0,66.0,0,0.0301029996658834,0
1441714740.0,69.0,0,0.0301029996658834,0
1441715040.0,65.0,0,0.0301029996658834,0
1441715220.0,76.0,0,1.0,1
1441715520.0,65.0,0,0.0301029996658834,0
1441716360.0,62.0,0,0.0301029996658834,0
1441716660.0,61.0,0,1.0,1
1441717260.0,65.0,0,0.0301029996658834,0
1441718460.0,68.0,0,0.0301029996658834,0
1441718760.0,66.0,0,0.0301029996658834,0
1441719060.0,67.0,0,0.0301029996658834,0
1441719360.0,65.0,0,0.0301029996658834,0
1441719660.0,67.0,0,0.0301029996658834,0
1441719960.0,67.0,0,0.0301029996658834,0
1441720560.0,69.0,0,0.0301029996658834,0
1441721460.0,68.0,0,0.0301029996658834,0
1441721760.0,68.0,0,0.0301029996658834,0
1441722060.0,67.0,0,0.0301029996658834,0
1441723560.0,66.0,0,0.0301029996658834,0
1441723860.0,68.0,0,0.0301029996658834,0
1441725360.0,69.0,0,0.0301029996658834,0
1441725660.0,65.0,0,0.0301029996658834,0
1441725960.0,70.0,0,0.0301029996658834,0
1441726140.0,66.0,0,0.0301029996658834,0
1441726860.0,65.0,0,0.0301029996658834,0
1441728900.0,64.0,0,0.0301029996658834,0
1441729860.0,66.0,0,0.0301029996658834,0
1441730160.0,69.0,0,0.0301029996658834,0
1441730460.0,64.0,0,0.0301029996658834,0
1441731360.0,69.0,0,0.0301029996658834,0
1441732260.0,65.0,0,0.0301029996658834,0
1441732560.0,68.0,0,0.0301029996658834,0
1441732860.0,67.0,0,0.0301029996658834,0
1441733160.0,69.0,0,0.0301029996658834,0
1441733460.0,66.0,0,0.0301029996658834,0
1441733760.0,69.0,0,0.0301029996658834,0
1441734060.0,66.0,0,0.0301029996658834,0
1441734360.0,65.0,0,0.0301029996658834,0
1441734660.0,66.0,0,0.0301029996658834,0
1441734960.0,65.0,0,0.0301029996658834,0
1441735020.0,64.0,0,0.0301029996658834,0
1441737360.0,70.0,0,0.0301029996658834,0
1441737960.0,69.0,0,0.0301029996658834,0
1441738260.0,66.0,0,0.0301029996658834,0
1441738560.0,68.0,0,0.0301029996658834,0
1441739160.0,71.0,0,0.0301029996658834,0
1441743060.0,63.0,0,0.0301029996658834,0
1441744260.0,67.0,0,0.0301029996658834,0
1441744860.0,62.0,0,0.0301029996658834,0
1441745460.0,64.0,0,0.0301029996658834,0
1441746060.0,59.0,0,1.0,1
1441746360.0,65.0,0,0.0301029996658834,0
1441747860.0,58.0,0,1.0,1
1441748460.0,64.0,0,0.0301029996658834,0
1441751460.0,63.0,0,0.0301029996658834,0
1441752060.0,66.0,0,0.0301029996658834,0
1441754160.0,66.0,0,0.0301029996658834,0
1441755060.0,60.0,0,0.0301029996658834,0
1441757160.0,57.0,0,1.0,1
1441761360.0,58.0,0,0.0301029996658834,0
1441784040.0,69.0,0,0.0301029996658834,0
1441790400.0,70.0,0,0.0301029996658834,0
1441792680.0,66.0,0,0.0301029996658834,0
1441794180.0,68.0,0,0.0301029996658834,0
1441794780.0,65.0,0,0.0301029996658834,0
1441795080.0,68.0,0,0.0301029996658834,0
1441795380.0,68.0,0,0.0301029996658834,0
1441795680.0,70.0,0,0.0301029996658834,0
1441795980.0,67.0,0,0.0301029996658834,0
1441796580.0,73.0,0,0.0301029996658834,0
1441796880.0,77.0,0,1.0,1
1441797180.0,75.0,0,0.0301029996658834,0
1441797480.0,71.0,0,0.0301029996658834,0
1441797780.0,73.0,0,0.0301029996658834,0
1441798980.0,68.0,0,0.0301029996658834,0
1441799280.0,58.0,0,0.0301029996658834,0
1441800180.0,65.0,0,0.0301029996658834,0
1441800780.0,65.0,0,0.0301029996658834,0
1441801980.0,65.0,0,0.0301029996658834,0
1441802880.0,66.0,0,0.0301029996658834,0
1441804080.0,74.0,0,0.0301029996658834,0
1441805580.0,64.0,0,0.0301029996658834,0
1441805880.0,68.0,0,0.0301029996658834,0
1441806180.0,65.0,0,0.0301029996658834,0
1441806480.0,69.0,0,0.0301029996658834,0
1441806780.0,70.0,0,0.0301029996658834,0
1441807080.0,64.0,0,0.0301029996658834,0
1441807680.0,65.0,0,0.0301029996658834,0
1441807980.0,67.0,0,0.0301029996658834,0
1441809480.0,68.0,0,0.0301029996658834,0
1441810080.0,66.0,0,0.0301029996658834,0
1441810380.0,63.0,0,0.0301029996658834,0
1441810980.0,68.0,0,0.0301029996658834,0
1441811280.0,68.0,0,0.0301029996658834,0
1441811580.0,73.0,0,0.0301029996658834,0
1441811880.0,79.0,0,1.0,1
1441812180.0,64.0,0,0.0301029996658834,0
1441812480.0,67.0,0,0.0301029996658834,0
1441813080.0,62.0,0,0.0301029996658834,0
1441813380.0,68.0,0,0.0301029996658834,0
1441813680.0,70.0,0,0.0301029996658834,0
1441814880.0,67.0,0,0.0301029996658834,0
1441815180.0,70.0,0,0.0301029996658834,0
1441815780.0,65.0,0,0.0301029996658834,0
1441816380.0,67.0,0,0.0301029996658834,0
1441816980.0,71.0,0,0.0301029996658834,0
1441817280.0,69.0,0,0.0301029996658834,0
1441817580.0,64.0,0,0.0301029996658834,0
1441817880.0,63.0,0,0.0301029996658834,0
1441818180.0,62.0,0,0.0301029996658834,0
1441818480.0,55.0,0,1.0,1
1441818780.0,48.0,0,1.0,1
1441819080.0,56.0,0,0.0301029996658834,0
1441819380.0,51.0,0,0.0301029996658834,0
1441819680.0,60.0,0,0.0301029996658834,0
1441819980.0,43.0,0,1.0,1
1441820280.0,62.0,0,0.0301029996658834,0
1441820580.0,70.0,0,0.0301029996658834,0
1441820880.0,65.0,0,0.0301029996658834,0
1441821480.0,70.0,0,0.0301029996658834,0
1441821780.0,67.0,0,0.0301029996658834,0
1441822380.0,70.0,0,0.0301029996658834,0
1441822680.0,67.0,0,0.0301029996658834,0
1441822980.0,69.0,0,0.0301029996658834,0
1441823280.0,69.0,0,0.0301029996658834,0
1441823880.0,68.0,0,0.0301029996658834,0
1441824180.0,67.0,0,0.0301029996658834,0
1441825380.0,66.0,0,0.0301029996658834,0
1441827480.0,63.0,0,0.0301029996658834,0
1441828080.0,68.0,0,0.0301029996658834,0
1441828980.0,68.0,0,0.0301029996658834,0
1441829580.0,65.0,0,0.0301029996658834,0
1441829880.0,60.0,0,0.0301029996658834,0
1441830180.0,65.0,0,0.0301029996658834,0
1441831080.0,64.0,0,0.0301029996658834,0
1441832280.0,57.0,0,0.0301029996658834,0
1441833180.0,57.0,0,0.0301029996658834,0
1441834080.0,62.0,0,0.0301029996658834,0
1441834380.0,55.0,0,0.0301029996658834,0
1441835280.0,61.0,0,0.0301029996658834,0
1441835580.0,61.0,0,0.0301029996658834,0
1441837980.0,58.0,0,0.0301029996658834,0
1441838460.0,65.0,0,0.0301029996658834,0
1441841880.0,65.0,0,0.0301029996658834,0
1441842780.0,62.0,0,0.0301029996658834,0
1441863180.0,68.0,0,0.0301029996658834,0
1441863900.0,61.0,0,0.0301029996658834,0
1441872000.0,62.0,0,0.0301029996658834,0
1441873080.0,73.0,0,0.0301029996658834,0
1441873980.0,70.0,0,0.0301029996658834,0
1441874580.0,65.0,0,0.0301029996658834,0
1441875180.0,65.0,0,0.0301029996658834,0
1441876380.0,61.0,0,0.0301029996658834,0
1441876980.0,64.0,0,0.0301029996658834,0
1441877280.0,62.0,0,0.0301029996658834,0
1441878480.0,75.0,0,0.0301029996658834,0
1441878720.0,66.0,0,0.0301029996658834,0
1441879320.0,71.0,0,0.0301029996658834,0
1441879620.0,66.0,0,0.0301029996658834,0
1441880520.0,67.0,0,0.0301029996658834,0
1441880820.0,65.0,0,0.0301029996658834,0
1441881120.0,67.0,0,0.0301029996658834,0
1441881720.0,67.0,0,0.0301029996658834,0
1441882020.0,65.0,0,0.0301029996658834,0
1441882320.0,68.0,0,0.0301029996658834,0
1441884420.0,64.0,0,0.0301029996658834,0
1441885020.0,72.0,0,0.0301029996658834,0
1441885320.0,62.0,0,0.0301029996658834,0
1441885620.0,72.0,0,0.0301029996658834,0
1441885920.0,72.0,0,0.0301029996658834,0
1441886220.0,68.0,0,0.0301029996658834,0
1441886820.0,64.0,0,0.0301029996658834,0
1441887120.0,63.0,0,0.0301029996658834,0
1441888620.0,65.0,0,0.0301029996658834,0
1441888920.0,72.0,0,0.0301029996658834,0
1441889820.0,67.0,0,0.0301029996658834,0
1441890420.0,66.0,0,0.0301029996658834,0
1441891020.0,71.0,0,0.0301029996658834,0
1441891920.0,71.0,0,0.0301029996658834,0
1441892520.0,67.0,0,0.0301029996658834,0
1441892820.0,68.0,0,0.0301029996658834,0
1441893720.0,65.0,0,0.0301029996658834,0
1441894020.0,70.0,0,0.0301029996658834,0
1441894620.0,71.0,0,0.0301029996658834,0
1441895520.0,65.0,0,0.0301029996658834,0
1441895820.0,69.0,0,0.0301029996658834,0
1441896120.0,69.0,0,0.0301029996658834,0
1441896420.0,69.0,0,0.0301029996658834,0
1441897020.0,69.0,0,0.0301029996658834,0
1441897320.0,71.0,0,0.0301029996658834,0
1441897620.0,64.0,0,0.0301029996658834,0
1441897920.0,64.0,0,0.0301029996658834,0
1441898220.0,66.0,0,0.0301029996658834,0
1441898520.0,76.0,0,0.0301029996658834,0
1441898820.0,64.0,0,0.0301029996658834,0
1441899120.0,67.0,0,0.0301029996658834,0
1441899420.0,64.0,0,0.0301029996658834,0
1441899720.0,70.0,0,0.0301029996658834,0
1441900020.0,70.0,0,0.0301029996658834,0
1441900320.0,68.0,0,0.0301029996658834,0
1441900620.0,69.0,0,0.0301029996658834,0
1441900920.0,68.0,0,0.0301029996658834,0
1441901520.0,68.0,0,0.0301029996658834,0
1441901820.0,69.0,0,0.0301029996658834,0
1441902120.0,63.0,0,0.0301029996658834,0
1441902420.0,67.0,0,0.0301029996658834,0
1441902720.0,66.0,0,0.0301029996658834,0
1441903020.0,68.0,0,0.0301029996658834,0
1441903320.0,66.0,0,0.0301029996658834,0
1441903620.0,67.0,0,0.0301029996658834,0
1441903920.0,67.0,0,0.0301029996658834,0
1441904220.0,68.0,0,0.0301029996658834,0
1441904520.0,64.0,0,0.0301029996658834,0
1441904820.0,67.0,0,0.0301029996658834,0
1441905120.0,62.0,0,0.0301029996658834,0
1441905420.0,67.0,0,0.0301029996658834,0
1441905720.0,66.0,0,0.0301029996658834,0
1441906320.0,66.0,0,0.0301029996658834,0
1441906620.0,67.0,0,0.0301029996658834,0
1441906920.0,62.0,0,0.0301029996658834,0
1441907220.0,63.0,0,0.0301029996658834,0
1441907520.0,66.0,0,0.0301029996658834,0
1441908420.0,69.0,0,0.0301029996658834,0
1441908720.0,70.0,0,0.0301029996658834,0
1441909020.0,70.0,0,0.0301029996658834,0
1441909320.0,67.0,0,0.0301029996658834,0
1441910220.0,66.0,0,0.0301029996658834,0
1441910520.0,68.0,0,0.0301029996658834,0
1441910820.0,71.0,0,0.0301029996658834,0
1441911120.0,62.0,0,0.0301029996658834,0
1441911420.0,68.0,0,0.0301029996658834,0
1441913520.0,62.0,0,0.0301029996658834,0
1441913820.0,64.0,0,0.0301029996658834,0
1441914420.0,69.0,0,0.0301029996658834,0
1441915020.0,63.0,0,0.0301029996658834,0
1441915320.0,64.0,0,0.0301029996658834,0
1441918920.0,62.0,0,0.0301029996658834,0
1441919520.0,69.0,0,0.0301029996658834,0
1441920420.0,65.0,0,0.0301029996658834,0
1441922220.0,56.0,0,0.0301029996658834,0
1441923120.0,64.0,0,0.0301029996658834,0
1441928520.0,70.0,0,0.0301029996658834,0
1441928820.0,61.0,0,0.0301029996658834,0
1441949220.0,64.0,0,0.0301029996658834,0
1441950420.0,68.0,0,0.0301029996658834,0
1441952220.0,65.0,0,0.0301029996658834,0
1441953420.0,70.0,0,0.0301029996658834,0
1441953720.0,65.0,0,0.0301029996658834,0
1441954620.0,65.0,0,0.0301029996658834,0
1441955220.0,70.0,0,0.0301029996658834,0
1441955520.0,73.0,0,0.0301029996658834,0
1441956720.0,69.0,0,0.0301029996658834,0
1441957320.0,68.0,0,0.0301029996658834,0
1441959120.0,65.0,0,0.0301029996658834,0
1441960920.0,68.0,0,0.0301029996658834,0
1441961220.0,69.0,0,0.0301029996658834,0
1441962720.0,71.0,0,0.0301029996658834,0
1441963020.0,70.0,0,0.0301029996658834,0
1441963620.0,64.0,0,0.0301029996658834,0
1441963920.0,68.0,0,0.0301029996658834,0
1441964220.0,70.0,0,0.0301029996658834,0
1441965120.0,66.0,0,0.0301029996658834,0
1441965420.0,71.0,0,0.0301029996658834,0
1441966020.0,68.0,0,0.0301029996658834,0
1441967220.0,63.0,0,0.0301029996658834,0
1441967940.0,66.0,0,0.0301029996658834,0
1441968540.0,65.0,0,0.0301029996658834,0
1441970340.0,69.0,0,0.0301029996658834,0
1441970940.0,70.0,0,0.0301029996658834,0
1441971240.0,67.0,0,0.0301029996658834,0
1441971540.0,63.0,0,0.0301029996658834,0
1441971840.0,68.0,0,0.0301029996658834,0
1441972440.0,71.0,0,0.0301029996658834,0
1441973040.0,60.0,0,0.0301029996658834,0
1441973640.0,81.0,0,1.0,1
1441975140.0,69.0,0,0.0301029996658834,0
1441975440.0,71.0,0,0.0301029996658834,0
1441975740.0,64.0,0,0.0301029996658834,0
1441976040.0,65.0,0,0.0301029996658834,0
1441976340.0,69.0,0,0.0301029996658834,0
1441976940.0,66.0,0,0.0301029996658834,0
1441977840.0,65.0,0,0.0301029996658834,0
1441978140.0,67.0,0,0.0301029996658834,0
1441978740.0,67.0,0,0.0301029996658834,0
1441979040.0,66.0,0,0.0301029996658834,0
1441979340.0,69.0,0,0.0301029996658834,0
1441979640.0,70.0,0,0.0301029996658834,0
1441980240.0,65.0,0,0.0301029996658834,0
1441980840.0,68.0,0,0.0301029996658834,0
1441981140.0,68.0,0,0.0301029996658834,0
1441981440.0,66.0,0,0.0301029996658834,0
1441981740.0,67.0,0,0.0301029996658834,0
1441982340.0,66.0,0,0.0301029996658834,0
1441982640.0,67.0,0,0.0301029996658834,0
1441983240.0,66.0,0,0.0301029996658834,0
1441983540.0,65.0,0,0.0301029996658834,0
1441984140.0,69.0,0,0.0301029996658834,0
1441984440.0,69.0,0,0.0301029996658834,0
1441984740.0,70.0,0,0.0301029996658834,0
1441985040.0,67.0,0,0.0301029996658834,0
1441985340.0,68.0,0,0.0301029996658834,0
1441985640.0,64.0,1,0.0301029996658834,0
1441985940.0,66.0,1,0.0301029996658834,0
1441986240.0,66.0,1,0.0301029996658834,0
1441986540.0,62.0,1,0.0301029996658834,0
1441986840.0,66.0,1,0.0301029996658834,0
1441987140.0,60.0,1,0.0301029996658834,0
1441987440.0,66.0,1,0.0301029996658834,0
1441987740.0,68.0,1,0.0301029996658834,0
1441988040.0,64.0,1,0.0301029996658834,0
1441988340.0,66.0,1,0.0301029996658834,0
1441988640.0,60.0,1,0.0301029996658834,0
1441988940.0,70.0,1,0.0301029996658834,0
1441989240.0,65.0,1,0.0301029996658834,0
1441989540.0,59.0,1,0.0301029996658834,0
1441989840.0,23.0,1,1.0,1
1441990140.0,52.0,1,0.0301029996658834,0
1441990440.0,56.0,1,0.0301029996658834,0
1441990740.0,67.0,1,0.0301029996658834,0
1441991040.0,63.0,1,0.0301029996658834,0
1441991340.0,61.0,1,0.0301029996658834,0
1441991640.0,65.0,1,0.0301029996658834,0
1441991940.0,63.0,1,0.0301029996658834,0
1441992240.0,62.0,1,0.0301029996658834,0
1441992540.0,66.0,1,0.0301029996658834,0
1441992840.0,62.0,1,0.0301029996658834,0
1441993140.0,70.0,1,0.0301029996658834,0
1441993440.0,68.0,1,0.0301029996658834,0
1441993740.0,69.0,1,0.0301029996658834,0
1441994040.0,69.0,1,0.0301029996658834,0
1441994340.0,69.0,0,0.0301029996658834,0
1441994640.0,64.0,0,0.0301029996658834,0
1441994940.0,68.0,0,0.0301029996658834,0
1441995060.0,70.0,0,0.0301029996658834,0
1441995360.0,65.0,0,0.0301029996658834,0
1441995660.0,70.0,0,0.0301029996658834,0
1441995960.0,67.0,0,0.0301029996658834,0
1441996260.0,64.0,0,0.0301029996658834,0
1441996560.0,67.0,0,0.0301029996658834,0
1441996860.0,67.0,0,0.0301029996658834,0
1441997460.0,68.0,0,0.0301029996658834,0
1441997760.0,68.0,0,0.0301029996658834,0
1441998060.0,68.0,0,0.0301029996658834,0
1441999560.0,63.0,0,0.0301029996658834,0
1442000460.0,62.0,0,0.0301029996658834,0
1442000760.0,69.0,0,0.0301029996658834,0
1442001660.0,61.0,0,0.0301029996658834,0
